subject,session,trial,sample_in_trial,trial_length,position_pct,true_label,pred_label
1,0,1,107,233,45.9,1,2
1,0,1,108,233,46.4,1,2
1,0,1,109,233,46.8,1,2
1,0,1,110,233,47.2,1,2
1,0,1,111,233,47.6,1,2
1,0,1,112,233,48.1,1,2
1,0,1,185,233,79.4,2,1
1,0,1,186,233,79.8,2,1
1,0,1,187,233,80.3,2,1
1,0,1,188,233,80.7,2,1
1,0,1,189,233,81.1,2,1
1,0,1,190,233,81.5,2,1
1,0,1,191,233,82.0,2,1
1,0,1,192,233,82.4,2,1
1,0,1,193,233,82.8,2,1
1,0,1,194,233,83.3,2,1
1,0,1,213,233,91.4,0,2
1,0,1,214,233,91.8,0,2
1,0,1,215,233,92.3,0,2
1,0,1,216,233,92.7,0,2
1,0,1,217,233,93.1,0,2
1,0,1,218,233,93.6,0,2
1,0,1,219,233,94.0,0,2
1,0,1,220,233,94.4,0,2
1,0,1,221,233,94.8,0,2
1,0,1,222,233,95.3,0,2
1,0,1,223,233,95.7,0,2
1,0,1,224,233,96.1,0,2
1,0,1,225,233,96.6,0,2
1,0,1,226,233,97.0,0,2
1,0,1,227,233,97.4,0,2
1,0,1,228,233,97.9,0,2
1,0,1,229,233,98.3,0,2
1,0,1,230,233,98.7,0,2
1,0,1,231,233,99.1,0,2
1,0,1,232,233,99.6,0,2
1,0,2,0,206,0.0,0,2
1,0,2,1,206,0.5,0,2
1,0,2,2,206,1.0,0,2
1,0,2,3,206,1.5,0,2
1,0,2,4,206,1.9,0,2
1,0,2,5,206,2.4,0,2
1,0,2,6,206,2.9,0,2
1,0,2,7,206,3.4,0,2
1,0,2,8,206,3.9,0,2
2,0,1,10,233,4.3,2,0
2,0,1,11,233,4.7,2,0
2,0,1,12,233,5.2,2,0
2,0,1,13,233,5.6,2,0
2,0,1,14,233,6.0,2,0
2,0,1,15,233,6.4,2,0
2,0,1,16,233,6.9,2,0
2,0,1,17,233,7.3,2,0
2,0,1,18,233,7.7,2,0
2,0,1,19,233,8.2,2,0
2,0,1,20,233,8.6,2,0
2,0,1,21,233,9.0,2,0
2,0,1,22,233,9.4,2,0
2,0,1,23,233,9.9,2,0
2,0,1,24,233,10.3,2,0
2,0,1,25,233,10.7,2,0
2,0,1,26,233,11.2,2,0
2,0,1,27,233,11.6,2,0
2,0,1,28,233,12.0,2,0
2,0,1,29,233,12.4,2,0
2,0,1,30,233,12.9,2,0
2,0,1,31,233,13.3,2,0
2,0,1,32,233,13.7,2,0
2,0,1,33,233,14.2,2,0
2,0,1,34,233,14.6,2,0
2,0,1,35,233,15.0,2,0
2,0,1,36,233,15.5,2,0
2,0,1,37,233,15.9,2,0
2,0,1,38,233,16.3,2,0
2,0,1,39,233,16.7,2,0
2,0,1,40,233,17.2,2,0
2,0,1,41,233,17.6,2,0
2,0,1,42,233,18.0,2,0
2,0,1,43,233,18.5,2,0
2,0,1,44,233,18.9,2,0
2,0,1,45,233,19.3,2,0
2,0,1,46,233,19.7,2,0
2,0,1,113,233,48.5,0,1
2,0,1,114,233,48.9,0,1
2,0,1,115,233,49.4,0,1
2,0,1,116,233,49.8,0,1
2,0,1,117,233,50.2,0,1
2,0,1,118,233,50.6,0,1
2,0,1,119,233,51.1,0,1
2,0,1,120,233,51.5,0,1
2,0,1,121,233,51.9,0,1
2,0,1,122,233,52.4,0,1
2,0,1,123,233,52.8,0,1
2,0,1,124,233,53.2,0,1
2,0,1,125,233,53.6,0,1
2,0,1,126,233,54.1,0,1
2,0,1,127,233,54.5,0,1
2,0,1,143,233,61.4,0,1
2,0,1,144,233,61.8,0,1
2,0,1,145,233,62.2,0,1
3,0,1,113,233,48.5,0,1
3,0,1,114,233,48.9,0,1
3,0,1,115,233,49.4,0,1
3,0,1,116,233,49.8,0,1
3,0,1,117,233,50.2,0,1
3,0,1,118,233,50.6,0,1
3,0,1,119,233,51.1,0,1
3,0,1,120,233,51.5,0,1
3,0,1,121,233,51.9,0,1
3,0,1,122,233,52.4,0,1
3,0,1,123,233,52.8,0,1
3,0,1,124,233,53.2,0,1
3,0,1,125,233,53.6,0,1
3,0,1,126,233,54.1,0,1
3,0,1,127,233,54.5,0,1
3,0,1,128,233,54.9,0,1
3,0,1,138,233,59.2,0,1
3,0,1,179,233,76.8,2,1
3,0,1,180,233,77.3,2,1
3,0,1,181,233,77.7,2,1
3,0,1,182,233,78.1,2,1
3,0,1,183,233,78.5,2,1
3,0,1,184,233,79.0,2,1
3,0,1,185,233,79.4,2,1
3,0,1,186,233,79.8,2,1
3,0,1,187,233,80.3,2,1
3,0,1,188,233,80.7,2,0
3,0,1,189,233,81.1,2,0
4,0,0,66,235,28.1,0,1
4,0,0,67,235,28.5,0,1
4,0,0,68,235,28.9,0,1
4,0,0,69,235,29.4,0,1
4,0,0,70,235,29.8,0,1
4,0,0,71,235,30.2,0,1
4,0,0,72,235,30.6,0,1
4,0,0,73,235,31.1,0,1
4,0,0,74,235,31.5,0,1
4,0,0,75,235,31.9,0,1
4,0,0,76,235,32.3,0,1
4,0,0,129,235,54.9,1,0
4,0,0,130,235,55.3,1,0
4,0,0,131,235,55.7,1,0
4,0,0,132,235,56.2,1,0
4,0,0,133,235,56.6,1,0
4,0,0,134,235,57.0,1,0
4,0,0,135,235,57.4,1,0
4,0,0,136,235,57.9,1,0
4,0,0,137,235,58.3,1,0
4,0,0,138,235,58.7,1,0
4,0,0,139,235,59.1,1,0
4,0,0,140,235,59.6,1,0
4,0,0,141,235,60.0,1,0
4,0,0,142,235,60.4,1,0
4,0,0,143,235,60.9,1,0
4,0,0,144,235,61.3,1,0
4,0,0,145,235,61.7,1,0
4,0,0,146,235,62.1,1,0
4,0,0,147,235,62.6,1,0
4,0,0,148,235,63.0,1,0
4,0,0,149,235,63.4,1,0
4,0,0,150,235,63.8,1,0
4,0,0,151,235,64.3,1,0
4,0,0,152,235,64.7,1,0
4,0,0,153,235,65.1,1,0
4,0,0,154,235,65.5,1,0
4,0,1,113,233,48.5,0,1
4,0,1,114,233,48.9,0,1
4,0,1,115,233,49.4,0,1
4,0,1,116,233,49.8,0,1
4,0,1,117,233,50.2,0,1
4,0,1,118,233,50.6,0,1
4,0,1,119,233,51.1,0,1
4,0,1,120,233,51.5,0,1
4,0,1,121,233,51.9,0,1
4,0,1,122,233,52.4,0,1
4,0,1,123,233,52.8,0,1
4,0,1,124,233,53.2,0,1
4,0,1,125,233,53.6,0,1
4,0,1,126,233,54.1,0,1
4,0,1,127,233,54.5,0,1
4,0,1,128,233,54.9,0,1
4,0,1,129,233,55.4,0,1
4,0,1,130,233,55.8,0,1
4,0,1,131,233,56.2,0,1
4,0,1,132,233,56.7,0,1
4,0,1,133,233,57.1,0,1
4,0,1,134,233,57.5,0,1
4,0,1,135,233,57.9,0,1
4,0,1,136,233,58.4,0,1
4,0,1,137,233,58.8,0,1
4,0,1,138,233,59.2,0,1
4,0,1,139,233,59.7,0,1
4,0,1,140,233,60.1,0,1
4,0,1,141,233,60.5,0,1
4,0,1,142,233,60.9,0,1
4,0,1,143,233,61.4,0,1
4,0,1,144,233,61.8,0,1
4,0,1,145,233,62.2,0,1
4,0,1,213,233,91.4,0,2
4,0,1,214,233,91.8,0,2
4,0,1,215,233,92.3,0,2
4,0,1,216,233,92.7,0,2
4,0,1,217,233,93.1,0,2
4,0,1,218,233,93.6,0,2
4,0,1,219,233,94.0,0,2
4,0,1,220,233,94.4,0,2
4,0,1,221,233,94.8,0,2
4,0,1,222,233,95.3,0,2
4,0,1,223,233,95.7,0,2
4,0,1,224,233,96.1,0,2
4,0,1,225,233,96.6,0,2
4,0,1,226,233,97.0,0,2
4,0,1,227,233,97.4,0,2
4,0,1,228,233,97.9,0,2
4,0,1,229,233,98.3,0,2
4,0,1,230,233,98.7,0,2
4,0,1,231,233,99.1,0,2
4,0,1,232,233,99.6,0,2
4,0,2,0,206,0.0,0,2
4,0,2,1,206,0.5,0,2
4,0,2,2,206,1.0,0,2
4,0,2,3,206,1.5,0,2
4,0,2,4,206,1.9,0,2
4,0,2,5,206,2.4,0,2
4,0,2,6,206,2.9,0,2
4,0,2,7,206,3.4,0,2
4,0,2,8,206,3.9,0,2
5,0,0,33,235,14.0,1,0
5,0,0,34,235,14.5,1,0
5,0,0,35,235,14.9,1,0
5,0,0,36,235,15.3,1,0
5,0,0,37,235,15.7,1,0
5,0,0,38,235,16.2,1,0
5,0,0,39,235,16.6,1,0
5,0,0,40,235,17.0,1,0
6,0,0,33,235,14.0,1,2
6,0,0,34,235,14.5,1,2
6,0,0,35,235,14.9,1,2
6,0,0,36,235,15.3,1,2
6,0,0,37,235,15.7,1,2
6,0,0,38,235,16.2,1,2
6,0,0,39,235,16.6,1,2
6,0,0,40,235,17.0,1,2
6,0,0,41,235,17.4,1,2
6,0,0,42,235,17.9,1,2
6,0,0,43,235,18.3,1,2
6,0,0,44,235,18.7,1,2
6,0,0,45,235,19.1,1,2
6,0,0,46,235,19.6,1,2
6,0,0,47,235,20.0,1,2
6,0,0,48,235,20.4,1,2
6,0,0,49,235,20.9,1,2
6,0,0,50,235,21.3,1,2
6,0,0,51,235,21.7,1,2
6,0,0,52,235,22.1,1,2
6,0,0,53,235,22.6,1,2
6,0,0,54,235,23.0,1,2
6,0,0,55,235,23.4,1,2
6,0,0,56,235,23.8,1,2
6,0,0,57,235,24.3,1,2
6,0,0,58,235,24.7,1,2
6,0,0,59,235,25.1,1,2
6,0,0,60,235,25.5,1,2
6,0,0,61,235,26.0,1,2
6,0,0,62,235,26.4,1,2
6,0,0,63,235,26.8,1,2
6,0,0,64,235,27.2,1,2
6,0,0,65,235,27.7,1,2
6,0,1,179,233,76.8,2,0
6,0,1,180,233,77.3,2,0
6,0,1,181,233,77.7,2,0
6,0,1,182,233,78.1,2,0
6,0,1,183,233,78.5,2,0
6,0,1,184,233,79.0,2,0
6,0,1,185,233,79.4,2,0
6,0,1,186,233,79.8,2,0
6,0,1,187,233,80.3,2,0
6,0,1,188,233,80.7,2,0
6,0,1,189,233,81.1,2,0
6,0,1,190,233,81.5,2,0
6,0,1,191,233,82.0,2,0
6,0,1,192,233,82.4,2,0
6,0,1,193,233,82.8,2,0
6,0,1,194,233,83.3,2,0
6,0,1,195,233,83.7,2,0
6,0,1,196,233,84.1,2,0
6,0,1,197,233,84.5,2,0
6,0,1,198,233,85.0,2,0
6,0,1,199,233,85.4,2,0
6,0,1,200,233,85.8,2,0
6,0,1,201,233,86.3,2,0
6,0,1,202,233,86.7,2,0
6,0,1,203,233,87.1,2,0
6,0,1,204,233,87.6,2,0
6,0,1,205,233,88.0,2,0
6,0,1,206,233,88.4,2,0
6,0,1,207,233,88.8,2,0
6,0,1,208,233,89.3,2,0
6,0,1,209,233,89.7,2,0
6,0,1,210,233,90.1,2,0
6,0,1,211,233,90.6,2,0
6,0,1,212,233,91.0,2,0
7,0,0,33,235,14.0,1,0
7,0,0,34,235,14.5,1,0
7,0,0,35,235,14.9,1,0
7,0,0,36,235,15.3,1,0
7,0,0,59,235,25.1,1,0
7,0,0,60,235,25.5,1,0
7,0,0,61,235,26.0,1,0
7,0,0,62,235,26.4,1,0
7,0,0,63,235,26.8,1,0
7,0,0,64,235,27.2,1,0
7,0,0,65,235,27.7,1,0
7,0,0,76,235,32.3,0,1
7,0,0,77,235,32.8,0,1
7,0,0,78,235,33.2,0,1
7,0,0,79,235,33.6,0,1
7,0,0,80,235,34.0,0,1
7,0,0,81,235,34.5,0,1
7,0,0,82,235,34.9,0,1
7,0,0,83,235,35.3,0,1
7,0,0,84,235,35.7,0,1
7,0,0,85,235,36.2,0,1
7,0,0,86,235,36.6,0,1
7,0,0,87,235,37.0,0,1
7,0,0,88,235,37.4,0,1
7,0,0,129,235,54.9,1,0
7,0,0,130,235,55.3,1,0
7,0,0,152,235,64.7,1,0
7,0,0,153,235,65.1,1,0
7,0,0,154,235,65.5,1,0
7,0,0,192,235,81.7,0,1
7,0,0,193,235,82.1,0,1
7,0,0,194,235,82.6,0,1
7,0,0,195,235,83.0,0,1
7,0,0,196,235,83.4,0,1
7,0,0,197,235,83.8,0,1
7,0,0,198,235,84.3,0,1
7,0,0,199,235,84.7,0,1
7,0,0,200,235,85.1,0,1
7,0,0,201,235,85.5,0,1
7,0,0,202,235,86.0,0,1
7,0,0,203,235,86.4,0,1
7,0,0,204,235,86.8,0,1
7,0,1,3,233,1.3,1,0
7,0,1,4,233,1.7,1,0
7,0,1,5,233,2.1,1,0
7,0,1,6,233,2.6,1,0
7,0,1,7,233,3.0,1,0
7,0,1,8,233,3.4,1,0
7,0,1,9,233,3.9,1,0
7,0,1,113,233,48.5,0,1
7,0,1,114,233,48.9,0,1
7,0,1,115,233,49.4,0,1
7,0,1,116,233,49.8,0,1
7,0,1,117,233,50.2,0,1
7,0,1,118,233,50.6,0,1
7,0,1,119,233,51.1,0,1
7,0,1,120,233,51.5,0,1
7,0,1,121,233,51.9,0,1
7,0,1,122,233,52.4,0,1
7,0,1,123,233,52.8,0,1
7,0,1,124,233,53.2,0,1
7,0,1,125,233,53.6,0,1
7,0,1,126,233,54.1,0,1
7,0,1,127,233,54.5,0,1
7,0,1,128,233,54.9,0,1
7,0,1,213,233,91.4,0,2
7,0,1,214,233,91.8,0,2
7,0,1,215,233,92.3,0,2
7,0,1,216,233,92.7,0,2
7,0,1,217,233,93.1,0,2
7,0,1,218,233,93.6,0,2
7,0,1,219,233,94.0,0,2
7,0,1,220,233,94.4,0,2
7,0,1,221,233,94.8,0,2
7,0,1,222,233,95.3,0,2
7,0,1,223,233,95.7,0,2
7,0,1,224,233,96.1,0,2
7,0,1,225,233,96.6,0,2
7,0,1,226,233,97.0,0,2
7,0,1,227,233,97.4,0,2
7,0,1,228,233,97.9,0,2
7,0,1,229,233,98.3,0,2
8,0,1,213,233,91.4,0,2
8,0,1,214,233,91.8,0,2
8,0,1,215,233,92.3,0,2
8,0,1,216,233,92.7,0,2
8,0,1,217,233,93.1,0,2
8,0,1,218,233,93.6,0,2
8,0,1,219,233,94.0,0,2
8,0,1,220,233,94.4,0,2
8,0,1,221,233,94.8,0,2
8,0,1,222,233,95.3,0,2
8,0,1,223,233,95.7,0,2
8,0,1,224,233,96.1,0,2
8,0,1,225,233,96.6,0,2
8,0,1,226,233,97.0,0,2
8,0,1,227,233,97.4,0,2
8,0,1,228,233,97.9,0,2
8,0,1,229,233,98.3,0,2
8,0,1,230,233,98.7,0,2
8,0,1,231,233,99.1,0,2
8,0,1,232,233,99.6,0,2
8,0,2,0,206,0.0,0,2
8,0,2,1,206,0.5,0,2
8,0,2,2,206,1.0,0,2
8,0,2,3,206,1.5,0,2
8,0,2,4,206,1.9,0,2
8,0,2,5,206,2.4,0,2
8,0,2,6,206,2.9,0,2
8,0,2,7,206,3.4,0,2
8,0,2,8,206,3.9,0,2
9,0,0,131,235,55.7,1,0
9,0,0,132,235,56.2,1,0
9,0,0,133,235,56.6,1,0
9,0,0,134,235,57.0,1,0
9,0,0,135,235,57.4,1,0
9,0,0,136,235,57.9,1,0
9,0,0,137,235,58.3,1,0
9,0,0,138,235,58.7,1,0
9,0,0,139,235,59.1,1,0
9,0,0,140,235,59.6,1,0
9,0,0,141,235,60.0,1,0
9,0,0,142,235,60.4,1,0
9,0,0,143,235,60.9,1,0
9,0,0,144,235,61.3,1,0
9,0,0,145,235,61.7,1,0
9,0,0,146,235,62.1,1,0
9,0,0,147,235,62.6,1,0
9,0,0,148,235,63.0,1,0
9,0,0,149,235,63.4,1,0
9,0,0,150,235,63.8,1,0
9,0,0,151,235,64.3,1,0
9,0,0,152,235,64.7,1,0
9,0,0,153,235,65.1,1,0
9,0,0,154,235,65.5,1,0
9,0,0,204,235,86.8,0,1
9,0,0,205,235,87.2,0,1
9,0,0,206,235,87.7,0,1
9,0,0,207,235,88.1,0,1
9,0,0,208,235,88.5,0,1
9,0,0,209,235,88.9,0,1
9,0,0,210,235,89.4,0,1
9,0,0,211,235,89.8,0,1
9,0,0,212,235,90.2,0,1
9,0,0,213,235,90.6,0,1
9,0,0,214,235,91.1,0,1
9,0,1,113,233,48.5,0,1
9,0,1,114,233,48.9,0,1
9,0,1,115,233,49.4,0,1
9,0,1,116,233,49.8,0,1
9,0,1,117,233,50.2,0,1
9,0,1,118,233,50.6,0,1
9,0,1,119,233,51.1,0,1
9,0,1,120,233,51.5,0,1
9,0,1,121,233,51.9,0,1
9,0,1,122,233,52.4,0,1
9,0,1,123,233,52.8,0,1
9,0,1,124,233,53.2,0,1
9,0,1,125,233,53.6,0,1
9,0,1,126,233,54.1,0,1
9,0,1,127,233,54.5,0,1
9,0,1,128,233,54.9,0,1
9,0,1,129,233,55.4,0,1
9,0,1,130,233,55.8,0,1
9,0,1,131,233,56.2,0,1
9,0,1,132,233,56.7,0,1
9,0,1,133,233,57.1,0,1
9,0,1,134,233,57.5,0,1
9,0,1,135,233,57.9,0,1
9,0,1,136,233,58.4,0,1
9,0,1,137,233,58.8,0,1
9,0,1,138,233,59.2,0,1
9,0,1,139,233,59.7,0,1
9,0,1,140,233,60.1,0,1
9,0,1,141,233,60.5,0,1
9,0,1,142,233,60.9,0,1
9,0,1,143,233,61.4,0,1
9,0,1,144,233,61.8,0,1
9,0,1,145,233,62.2,0,1
10,0,0,51,235,21.7,1,0
10,0,0,52,235,22.1,1,0
10,0,0,53,235,22.6,1,0
10,0,0,54,235,23.0,1,0
10,0,0,55,235,23.4,1,0
10,0,0,56,235,23.8,1,0
10,0,0,57,235,24.3,1,0
10,0,0,129,235,54.9,1,0
10,0,0,130,235,55.3,1,0
10,0,0,131,235,55.7,1,0
10,0,0,132,235,56.2,1,0
10,0,0,133,235,56.6,1,0
10,0,0,134,235,57.0,1,0
10,0,0,135,235,57.4,1,0
10,0,1,113,233,48.5,0,1
10,0,1,114,233,48.9,0,1
10,0,1,115,233,49.4,0,1
10,0,1,116,233,49.8,0,1
10,0,1,117,233,50.2,0,1
10,0,1,118,233,50.6,0,1
10,0,1,119,233,51.1,0,1
10,0,1,120,233,51.5,0,1
10,0,1,121,233,51.9,0,1
10,0,1,122,233,52.4,0,1
10,0,1,123,233,52.8,0,1
10,0,1,140,233,60.1,0,1
10,0,1,141,233,60.5,0,1
10,0,1,142,233,60.9,0,1
10,0,1,143,233,61.4,0,1
10,0,1,144,233,61.8,0,1
10,0,1,145,233,62.2,0,1
12,0,0,0,235,0.0,2,1
12,0,0,33,235,14.0,1,2
12,0,0,34,235,14.5,1,2
12,0,0,35,235,14.9,1,2
12,0,0,36,235,15.3,1,2
12,0,0,37,235,15.7,1,2
12,0,0,39,235,16.6,1,0
12,0,0,40,235,17.0,1,0
12,0,0,41,235,17.4,1,0
12,0,0,42,235,17.9,1,0
12,0,0,43,235,18.3,1,0
12,0,0,44,235,18.7,1,0
12,0,0,45,235,19.1,1,0
12,0,0,46,235,19.6,1,0
12,0,0,47,235,20.0,1,0
12,0,0,48,235,20.4,1,0
12,0,0,49,235,20.9,1,0
12,0,0,50,235,21.3,1,0
12,0,0,51,235,21.7,1,0
12,0,0,52,235,22.1,1,0
12,0,0,53,235,22.6,1,0
12,0,0,54,235,23.0,1,0
12,0,0,55,235,23.4,1,0
12,0,0,56,235,23.8,1,0
12,0,0,57,235,24.3,1,0
12,0,0,58,235,24.7,1,0
12,0,0,59,235,25.1,1,0
12,0,0,60,235,25.5,1,0
12,0,0,61,235,26.0,1,0
12,0,0,62,235,26.4,1,0
12,0,0,63,235,26.8,1,0
12,0,0,64,235,27.2,1,0
12,0,0,65,235,27.7,1,0
12,0,0,83,235,35.3,0,1
12,0,0,84,235,35.7,0,1
12,0,0,85,235,36.2,0,2
12,0,0,86,235,36.6,0,2
12,0,0,87,235,37.0,0,2
12,0,0,88,235,37.4,0,2
12,0,0,89,235,37.9,0,2
12,0,0,90,235,38.3,0,2
12,0,0,91,235,38.7,0,2
12,0,0,92,235,39.1,0,2
12,0,0,93,235,39.6,0,2
12,0,0,94,235,40.0,0,2
12,0,0,123,235,52.3,0,2
12,0,0,124,235,52.8,0,2
12,0,0,125,235,53.2,0,2
12,0,0,126,235,53.6,0,2
12,0,0,127,235,54.0,0,1
12,0,0,128,235,54.5,0,1
12,0,0,129,235,54.9,1,2
12,0,0,130,235,55.3,1,2
12,0,0,131,235,55.7,1,2
12,0,0,132,235,56.2,1,2
12,0,0,133,235,56.6,1,2
12,0,0,134,235,57.0,1,2
12,0,0,135,235,57.4,1,2
12,0,0,136,235,57.9,1,2
12,0,0,137,235,58.3,1,2
12,0,0,138,235,58.7,1,2
12,0,0,139,235,59.1,1,2
12,0,0,140,235,59.6,1,2
12,0,0,141,235,60.0,1,2
12,0,0,142,235,60.4,1,2
12,0,0,143,235,60.9,1,2
12,0,0,144,235,61.3,1,2
12,0,0,145,235,61.7,1,2
12,0,0,146,235,62.1,1,2
12,0,0,147,235,62.6,1,2
12,0,0,148,235,63.0,1,2
12,0,0,149,235,63.4,1,2
12,0,0,150,235,63.8,1,2
12,0,0,151,235,64.3,1,2
12,0,0,152,235,64.7,1,2
12,0,0,153,235,65.1,1,2
12,0,0,154,235,65.5,1,2
12,0,0,155,235,66.0,2,1
12,0,0,156,235,66.4,2,1
12,0,0,157,235,66.8,2,1
12,0,0,191,235,81.3,0,1
12,0,0,192,235,81.7,0,1
12,0,0,193,235,82.1,0,1
12,0,0,194,235,82.6,0,1
12,0,0,195,235,83.0,0,1
12,0,0,196,235,83.4,0,1
12,0,0,215,235,91.5,1,0
12,0,0,216,235,91.9,1,0
12,0,0,217,235,92.3,1,0
12,0,0,218,235,92.8,1,0
12,0,0,219,235,93.2,1,0
12,0,0,220,235,93.6,1,0
12,0,0,221,235,94.0,1,0
12,0,0,222,235,94.5,1,0
12,0,0,223,235,94.9,1,0
12,0,0,224,235,95.3,1,0
12,0,0,225,235,95.7,1,0
12,0,1,3,233,1.3,1,0
12,0,1,6,233,2.6,1,0
12,0,1,7,233,3.0,1,0
12,0,1,8,233,3.4,1,0
12,0,1,9,233,3.9,1,0
12,0,1,143,233,61.4,0,1
12,0,1,144,233,61.8,0,1
12,0,1,146,233,62.7,1,2
12,0,1,147,233,63.1,1,2
12,0,1,148,233,63.5,1,2
12,0,1,149,233,63.9,1,2
12,0,1,150,233,64.4,1,2
12,0,1,151,233,64.8,1,2
12,0,1,152,233,65.2,1,2
12,0,1,153,233,65.7,1,2
12,0,1,154,233,66.1,1,2
12,0,1,155,233,66.5,1,2
12,0,1,156,233,67.0,1,2
12,0,1,157,233,67.4,1,2
12,0,1,158,233,67.8,1,2
12,0,1,159,233,68.2,1,2
12,0,1,160,233,68.7,1,2
12,0,1,161,233,69.1,1,2
12,0,1,162,233,69.5,1,2
12,0,1,163,233,70.0,1,0
12,0,1,164,233,70.4,1,0
12,0,1,165,233,70.8,1,0
12,0,1,166,233,71.2,1,0
12,0,1,167,233,71.7,1,0
12,0,1,168,233,72.1,1,0
12,0,1,169,233,72.5,1,0
12,0,1,170,233,73.0,1,0
12,0,1,171,233,73.4,1,0
12,0,1,172,233,73.8,1,2
12,0,1,173,233,74.2,1,2
12,0,1,174,233,74.7,1,2
12,0,1,175,233,75.1,1,2
12,0,1,176,233,75.5,1,2
12,0,1,177,233,76.0,1,2
12,0,1,178,233,76.4,1,2
13,0,0,33,235,14.0,1,2
13,0,0,34,235,14.5,1,2
13,0,0,35,235,14.9,1,2
13,0,0,36,235,15.3,1,2
13,0,0,37,235,15.7,1,2
13,0,0,38,235,16.2,1,2
13,0,0,39,235,16.6,1,2
13,0,0,40,235,17.0,1,2
13,0,0,41,235,17.4,1,2
13,0,0,42,235,17.9,1,2
13,0,0,43,235,18.3,1,2
